id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23729423,Hip Storefront Condo in German Village,63781904,Morgan,,Near South,39.94003086680206,-82.99097444818281,Entire home/apt,200,2,27,2019-02-03,3.13,1,78
23730582,A Diamond in the Rough! 4bd/4ba whole house,47433167,Bianca,,Near South,39.949843852644676,-82.97416510273764,Entire home/apt,300,2,18,2018-11-04,1.89,5,0
23744428,Hidden Valley Guesthouse,167141048,Lee,,Hilltop,39.926581746818464,-83.10877241325467,Entire home/apt,69,2,24,2018-10-08,2.29,1,0
23767452,Hilltop Hideout,116125619,Jupiter,,Hilltop,39.950191206095795,-83.051241053204,Private room,75,1,1,2018-03-21,0.09,1,89
23809589,The OSU Friends & Family House,8182951,Jared,,Near North/University,40.01193908528345,-83.00332083898275,Entire home/apt,84,1,81,2019-02-01,7.48,5,64
23822283,Artistic Olde Towne East Efficiency Apartment,45680657,Kendric,,Near East,39.96008492329522,-82.97666610143173,Entire home/apt,85,1,112,2019-02-06,10.67,1,52
23839755,"JAM House, Single Bedroom 1 Mile From Downtown",129437532,Jeremy,,Franklinton,39.953283250246315,-83.02964770086889,Private room,45,1,44,2019-01-31,4.18,1,49
23930458,3bd/3ba.  Private key coded rooms.,47433167,Bianca,,Near South,39.94970516396576,-82.97249557361418,Entire home/apt,300,2,1,2018-04-17,0.10,5,83
23948008,Your Home Away From Home Near the Airport,180065774,Lewis,,Northeast,39.985016389109425,-82.91608526591145,Entire home/apt,111,1,92,2019-01-28,8.57,3,318
23979681,Private Room on Westerville Golf Course,98231352,Jen,,Rocky Fork-Blacklick,40.08435822885932,-82.87143163675513,Private room,39,1,3,2018-05-20,0.33,2,0
23997639,"Spend LESS, Save MORE.  Diamond in the Rough.",47433167,Bianca,,Near South,39.94970914403146,-82.97372892361362,Entire home/apt,200,1,1,2018-04-27,0.10,5,84
24036884,Valleyview Suite,180917362,Rebecca,,Hilltop,39.95823520575645,-83.08642392072846,Private room,68,1,19,2019-01-29,1.84,1,162
24039394,Oasis in the City (Near Bexley) WINTER DISCOUNTS!,117004922,Nick And Sonja,,Eastmoor/Walnut Ridge,39.94216669603108,-82.91403938086202,Entire home/apt,80,1,12,2019-01-21,2.55,2,80
24057734,Comfortable Bedroom near Nationwide Children's,91730355,Kelli,,Near South,39.947625449499036,-82.97424934948491,Private room,40,2,34,2019-01-13,3.62,3,131
24060598,Zen Loft - Arena District / Convention Center,116400313,Nate,,Downtown,39.963900494486055,-83.00047443263517,Entire home/apt,99,180,10,2018-06-16,0.96,15,365
24065603,Penn Place,157836973,Dan,,Near North/University,39.9840904196331,-83.01492715554289,Entire home/apt,225,1,10,2019-01-27,0.97,1,337
24091295,Shawn’s Paradise,140344420,Kenneth,,Franklinton,39.94249333527534,-83.02253492035557,Private room,35,1,1,2018-06-26,0.13,1,180
24142956,Cozy Musician’s Studio Apt. in the Short North,9999117,Michael,,Near North/University,39.984898342439244,-83.01095784854947,Entire home/apt,51,1,101,2019-01-30,9.84,2,121
24156011,Short North Nest,30241348,David,,Near North/University,39.9749881865163,-83.00399440409949,Entire home/apt,120,2,33,2019-01-27,3.72,1,150
24160659,Clintonville Contemporary 3 Bedroom Home,74477532,Marge,,Clintonville,40.03406915752562,-83.01393091801731,Entire home/apt,125,2,19,2018-11-24,2.04,1,233
24189382,Cornerstone crossing comfort,179965669,Neal,,Far East,39.94170312709871,-82.83361283522737,Entire home/apt,80,1,25,2018-10-21,2.75,1,35
24244786,The Milo-Grogan Inn.,26958698,Benjamin,,South Linden,39.982279421631596,-82.98733737232511,Entire home/apt,200,1,49,2019-01-06,4.82,26,63
24250804,Gabe’s retreat Inn,161131336,Gabriel,,Southeast,39.89842669652345,-82.81263667392254,Private room,23,2,11,2018-11-14,1.16,1,31
24259053,A home away from home.,173728442,Ambika,,Far East,39.99602190743049,-82.78081379657722,Private room,27,2,16,2019-01-23,2.94,1,345
24267943,Central Columbus loft style floor plan Comfy & lux,32538824,Mimi,,Near East,39.96312801349341,-82.979535724863,Entire home/apt,80,3,22,2019-01-27,2.26,1,190
24276483,Master suite 15 minutes from airport!!,87368949,Juliana,,Far East,39.98896655443504,-82.83502277274688,Private room,50,1,27,2019-02-05,3.13,2,9
24286588,VFC Listing,183194948,Marc,,Northland,40.07114747098344,-82.91234651789422,Shared room,85,1,3,2018-08-24,0.30,1,0
24306117,Short North / Weinland Park Duplex,160768602,Benjamin,,Near North/University,39.98955081032642,-82.9961862082171,Entire home/apt,99,1,106,2019-02-02,13.36,2,175
24310258,2 Bedroom Suite Retreat,139974150,Evette,,West Olentangy,39.997805468534516,-83.0780773559233,Private room,140,1,6,2018-11-03,0.71,2,88
24328389,Room for rent in Townhouse,67597209,Kaleigh,,Near North/University,39.99367482651941,-83.00912334667437,Private room,580,30,0,,,1,314
